paramID,g,R1ratio,R2ratio,T1,T2,S_01_1,S_01_2,S_00_1,S_00_2,S_11_1,S_11_2,alpha1,theta1,kappa1,mu1,alpha2,theta2,kappa2,mu2
354,0.1287,0,0,0,0,56.628,0.30579,0.0517919688,0.000279675534,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
355,0.1287,0,0,0,0,56.628,4.1735,0.0517919688,0.0038170831,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
356,0.1287,0,0,0,0,56.628,15.369,0.0517919688,0.0140564874,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
357,0.1287,0,0,0,0,56.628,0.30579,0.4953251159999999,0.00267474513,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
358,0.1287,0,0,0,0,56.628,0.30579,4.7369322,0.0255793335,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
359,0.1287,0,0,0,0,56.628,4.1735,0.4953251159999999,0.0365056045,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
360,0.1287,0,0,0,0,56.628,0.30579,45.302400000000006,0.244632,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
361,0.1287,0,0,0,0,56.628,15.369,0.4953251159999999,0.134432643,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
362,0.1287,0,0,0,0,56.628,1.1326,45.302400000000006,0.90608,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
363,0.1287,0,0,0,0,56.628,4.1735,4.7369322,0.349113275,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
364,0.1287,0,0,0,0,56.628,4.1735,45.302400000000006,3.3388,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
365,0.1287,0,0,0,0,56.628,56.628,0.0517919688,0.0517919688,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
366,0.1287,0,0,0,0,5.895,5.895,0.005391567,0.005391567,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
367,0.1287,0,0,0,0,5.895,5.895,0.0515635649999999,0.0515635649999999,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
368,0.1287,0,0,0,0,5.895,0.43446,0.005391567,0.000397357116,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
369,0.1287,0,0,0,0,5.895,0.43446,0.0515635649999999,0.00380022162,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
370,0.1287,0,0,0,0,5.895,0.43446,0.49311675,0.036342579,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
371,0.1287,0,0,0,0,5.895,1.5999,0.005391567,0.00146326854,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
372,0.1287,0,0,0,0,5.895,1.5999,0.0515635649999999,0.0139943253,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
373,0.1287,0,0,0,0,5.895,1.5999,0.49311675,0.133831635,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
374,0.1287,0,0,0,0,5.895,1.5999,4.716,1.2799200000000002,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
375,0.1287,0,0,0,0,5.895,0.43446,4.716,0.347568,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
376,0.1287,0,0,0,0,5.895,5.895,0.49311675,0.49311675,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
377,0.1287,0,0,0,0,5.895,5.895,4.716,4.716,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
378,0.1287,0,0,0,0,56.628,1.1326,0.0517919688,0.00103587596,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
379,0.1287,0,0,0,0,56.628,1.1326,0.4953251159999999,0.0099068522,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
380,0.1287,0,0,0,0,56.628,1.1326,4.7369322,0.09474199,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
381,0.1287,0,0,0,0,56.628,0.30579,0.0517919688,0.000279675534,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
382,0.1287,0,0,0,0,56.628,4.1735,0.0517919688,0.0038170831,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
383,0.1287,0,0,0,0,56.628,15.369,0.0517919688,0.0140564874,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
384,0.1287,0,0,0,0,56.628,0.30579,0.4953251159999999,0.00267474513,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
385,0.1287,0,0,0,0,56.628,0.30579,4.7369322,0.0255793335,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
386,0.1287,0,0,0,0,56.628,0.30579,45.302400000000006,0.244632,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
387,0.1287,0,0,0,0,56.628,15.369,0.4953251159999999,0.134432643,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
388,0.1287,0,0,0,0,56.628,1.1326,45.302400000000006,0.90608,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
389,0.1287,0,0,0,0,56.628,4.1735,0.4953251159999999,0.0365056045,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
390,0.1287,0,0,0,0,56.628,4.1735,4.7369322,0.349113275,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
391,0.1287,0,0,0,0,56.628,4.1735,45.302400000000006,3.3388,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
392,0.1287,0,0,0,0,56.628,56.628,0.0517919688,0.0517919688,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
393,0.1287,0,0,0,0,5.895,5.895,0.005391567,0.005391567,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
394,0.1287,0,0,0,0,5.895,5.895,0.0515635649999999,0.0515635649999999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
395,0.1287,0,0,0,0,5.895,0.43446,0.005391567,0.000397357116,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
396,0.1287,0,0,0,0,5.895,0.43446,0.0515635649999999,0.00380022162,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
397,0.1287,0,0,0,0,5.895,0.43446,0.49311675,0.036342579,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
398,0.1287,0,0,0,0,5.895,1.5999,0.005391567,0.00146326854,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
399,0.1287,0,0,0,0,5.895,1.5999,0.0515635649999999,0.0139943253,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
400,0.1287,0,0,0,0,5.895,1.5999,0.49311675,0.133831635,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
401,0.1287,0,0,0,0,5.895,1.5999,4.716,1.2799200000000002,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
402,0.1287,0,0,0,0,5.895,0.43446,4.716,0.347568,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
403,0.1287,0,0,0,0,5.895,5.895,0.49311675,0.49311675,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
404,0.1287,0,0,0,0,5.895,5.895,4.716,4.716,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
405,0.1287,0,0,0,0,56.628,1.1326,0.0517919688,0.00103587596,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
406,0.1287,0,0,0,0,56.628,1.1326,0.4953251159999999,0.0099068522,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
407,0.1287,0,0,0,0,56.628,1.1326,4.7369322,0.09474199,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
408,0.1287,0,0,0,0,56.628,0.30579,0.0517919688,0.000279675534,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
409,0.1287,0,0,0,0,56.628,0.30579,0.4953251159999999,0.00267474513,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
410,0.1287,0,0,0,0,56.628,0.30579,4.7369322,0.0255793335,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
411,0.1287,0,0,0,0,56.628,4.1735,0.0517919688,0.0038170831,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
412,0.1287,0,0,0,0,56.628,4.1735,0.4953251159999999,0.0365056045,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
413,0.1287,0,0,0,0,56.628,15.369,0.0517919688,0.0140564874,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
414,0.1287,0,0,0,0,56.628,15.369,0.4953251159999999,0.134432643,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
415,0.1287,0,0,0,0,56.628,15.369,4.7369322,1.28561685,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
416,0.1287,0,0,0,0,56.628,0.30579,45.302400000000006,0.244632,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
417,0.1287,0,0,0,0,56.628,1.1326,45.302400000000006,0.90608,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
418,0.1287,0,0,0,0,56.628,4.1735,4.7369322,0.349113275,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
419,0.1287,0,0,0,0,56.628,4.1735,45.302400000000006,3.3388,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
420,0.1287,0,0,0,0,56.628,56.628,0.0517919688,0.0517919688,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
421,0.1287,0,0,0,0,56.628,56.628,0.4953251159999999,0.4953251159999999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
422,0.1287,0,0,0,0,56.628,56.628,4.7369322,4.7369322,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
423,0.1287,0,0,0,0,5.895,5.895,0.005391567,0.005391567,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
424,0.1287,0,0,0,0,5.895,5.895,0.0515635649999999,0.0515635649999999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
425,0.1287,0,0,0,0,5.895,0.43446,0.005391567,0.000397357116,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
426,0.1287,0,0,0,0,5.895,0.43446,0.0515635649999999,0.00380022162,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
427,0.1287,0,0,0,0,5.895,0.43446,0.49311675,0.036342579,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
428,0.1287,0,0,0,0,5.895,1.5999,0.005391567,0.00146326854,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
429,0.1287,0,0,0,0,5.895,1.5999,0.0515635649999999,0.0139943253,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
430,0.1287,0,0,0,0,5.895,1.5999,0.49311675,0.133831635,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
431,0.1287,0,0,0,0,5.895,1.5999,4.716,1.2799200000000002,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
432,0.1287,0,0,0,0,5.895,0.43446,4.716,0.347568,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
433,0.1287,0,0,0,0,5.895,5.895,0.49311675,0.49311675,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
434,0.1287,0,0,0,0,5.895,5.895,4.716,4.716,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
435,0.1287,0,0,0,0,56.628,1.1326,0.0517919688,0.00103587596,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
436,0.1287,0,0,0,0,56.628,1.1326,0.4953251159999999,0.0099068522,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
437,0.1287,0,0,0,0,56.628,1.1326,4.7369322,0.09474199,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
438,0.1287,0,0,0,0,56.628,0.30579,0.0517919688,0.000279675534,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
439,0.1287,0,0,0,0,56.628,0.30579,0.4953251159999999,0.00267474513,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
440,0.1287,0,0,0,0,56.628,0.30579,4.7369322,0.0255793335,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
441,0.1287,0,0,0,0,56.628,4.1735,0.0517919688,0.0038170831,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
442,0.1287,0,0,0,0,56.628,4.1735,0.4953251159999999,0.0365056045,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
443,0.1287,0,0,0,0,56.628,15.369,0.0517919688,0.0140564874,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
444,0.1287,0,0,0,0,56.628,15.369,0.4953251159999999,0.134432643,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
445,0.1287,0,0,0,0,56.628,15.369,4.7369322,1.28561685,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
446,0.1287,0,0,0,0,56.628,1.1326,45.302400000000006,0.90608,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
447,0.1287,0,0,0,0,56.628,0.30579,45.302400000000006,0.244632,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
448,0.1287,0,0,0,0,56.628,4.1735,4.7369322,0.349113275,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
449,0.1287,0,0,0,0,56.628,4.1735,45.302400000000006,3.3388,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
450,0.1287,0,0,0,0,56.628,56.628,0.0517919688,0.0517919688,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
451,0.1287,0,0,0,0,56.628,56.628,0.4953251159999999,0.4953251159999999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
452,0.0487,0,0,0,0,21.428,1.5792,1.7924522,0.13210008,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
453,0.0487,0,0,0,0,21.428,1.5792,17.142400000000002,1.26336,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
454,0.0184,0,0,0,0,8.096,8.096,0.0074046016,0.0074046016,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
455,0.0487,0,0,0,0,21.428,1.5792,1.7924522,0.13210008,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
456,0.0487,0,0,0,0,21.428,1.5792,17.142400000000002,1.26336,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
457,0.0184,0,0,0,0,8.096,0.59668,0.6772304,0.049912282,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
458,0.0487,0,0,0,0,21.428,1.5792,17.142400000000002,1.26336,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
459,0.0487,0,0,0,0,21.428,21.428,1.7924522,1.7924522,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
460,0.0487,0,0,0,0,21.428,1.5792,17.142400000000002,1.26336,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
461,0.0487,0,0,0,0,21.428,5.8156,1.7924522,0.48647494,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
462,0.1287,0,0,0,0,56.628,56.628,4.7369322,4.7369322,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
463,0.0184,0,0,0,0,8.096,0.043718,6.476800000000001,0.0349744,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
464,0.0184,0,0,0,0,8.096,2.1973,0.070815712,0.0192197831,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
465,0.0184,0,0,0,0,8.096,2.1973,0.6772304,0.183804145,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
466,0.0184,0,0,0,0,8.096,2.1973,6.476800000000001,1.7578399999999998,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
467,0.0184,0,0,0,0,8.096,0.16192,6.476800000000001,0.129536,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
468,0.0184,0,0,0,0,8.096,8.096,0.070815712,0.070815712,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
469,0.0184,0,0,0,0,8.096,8.096,0.6772304,0.6772304,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
470,0.0184,0,0,0,0,8.096,8.096,6.476800000000001,6.476800000000001,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
471,0.0184,0,0,0,0,8.096,0.59668,0.6772304,0.049912282,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
472,0.0184,0,0,0,0,8.096,0.59668,6.476800000000001,0.477344,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
473,0.0184,0,0,0,0,8.096,0.043718,6.476800000000001,0.0349744,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
474,0.0184,0,0,0,0,8.096,2.1973,0.070815712,0.0192197831,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
475,0.0184,0,0,0,0,8.096,2.1973,0.6772304,0.183804145,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
476,0.0184,0,0,0,0,8.096,2.1973,6.476800000000001,1.7578399999999998,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
477,0.0184,0,0,0,0,8.096,0.16192,6.476800000000001,0.129536,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
478,0.0184,0,0,0,0,8.096,8.096,0.070815712,0.070815712,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
479,0.0184,0,0,0,0,8.096,8.096,0.6772304,0.6772304,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
480,0.0184,0,0,0,0,8.096,8.096,6.476800000000001,6.476800000000001,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
481,0.0184,0,0,0,0,8.096,0.59668,0.6772304,0.049912282,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
482,0.0184,0,0,0,0,8.096,0.59668,6.476800000000001,0.477344,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
483,0.0184,0,0,0,0,8.096,0.043718,6.476800000000001,0.0349744,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
484,0.0184,0,0,0,0,8.096,2.1973,0.6772304,0.183804145,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
485,0.0184,0,0,0,0,8.096,2.1973,6.476800000000001,1.7578399999999998,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
486,0.0184,0,0,0,0,8.096,0.16192,6.476800000000001,0.129536,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
487,0.0184,0,0,0,0,8.096,8.096,0.6772304,0.6772304,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
488,0.0184,0,0,0,0,8.096,8.096,6.476800000000001,6.476800000000001,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
489,0.0184,0,0,0,0,8.096,0.59668,6.476800000000001,0.477344,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
490,0.0184,0,0,0,0,8.096,0.043718,6.476800000000001,0.0349744,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
491,0.0184,0,0,0,0,8.096,2.1973,0.6772304,0.183804145,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
492,0.0184,0,0,0,0,8.096,2.1973,6.476800000000001,1.7578399999999998,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
493,0.0184,0,0,0,0,8.096,0.16192,6.476800000000001,0.129536,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
494,0.0184,0,0,0,0,8.096,8.096,0.070815712,0.070815712,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
495,0.0184,0,0,0,0,8.096,8.096,0.6772304,0.6772304,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
496,0.0184,0,0,0,0,8.096,8.096,6.476800000000001,6.476800000000001,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
497,0.0184,0,0,0,0,8.096,0.59668,0.6772304,0.049912282,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
498,0.0184,0,0,0,0,8.096,0.59668,6.476800000000001,0.477344,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
499,0.0487,0,0,0,0,21.428,5.8156,1.7924522,0.48647494,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
500,0.0487,0,0,0,0,21.428,5.8156,17.142400000000002,4.65248,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
501,0.0487,0,0,0,0,21.428,21.428,0.187430716,0.187430716,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
502,0.0487,0,0,0,0,21.428,21.428,1.7924522,1.7924522,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
503,0.0487,0,0,0,0,21.428,21.428,17.142400000000002,17.142400000000002,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
504,0.0487,0,0,0,0,21.428,5.8156,1.7924522,0.48647494,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
505,0.0487,0,0,0,0,21.428,5.8156,17.142400000000002,4.65248,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
506,0.0487,0,0,0,0,21.428,21.428,0.187430716,0.187430716,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
507,0.0487,0,0,0,0,21.428,21.428,1.7924522,1.7924522,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
508,0.0487,0,0,0,0,21.428,21.428,17.142400000000002,17.142400000000002,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
509,0.0487,0,0,0,0,21.428,5.8156,17.142400000000002,4.65248,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
510,0.0487,0,0,0,0,21.428,21.428,17.142400000000002,17.142400000000002,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
511,0.0487,0,0,0,0,21.428,5.8156,17.142400000000002,4.65248,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
512,0.0487,0,0,0,0,21.428,21.428,1.7924522,1.7924522,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
513,0.0487,0,0,0,0,21.428,21.428,17.142400000000002,17.142400000000002,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
514,0.1287,0,0,0,0,56.628,15.369,4.7369322,1.28561685,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
515,0.1287,0,0,0,0,56.628,15.369,45.302400000000006,12.2952,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
516,0.1287,0,0,0,0,56.628,56.628,0.4953251159999999,0.4953251159999999,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
517,0.1287,0,0,0,0,56.628,56.628,4.7369322,4.7369322,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
518,0.1287,0,0,0,0,56.628,56.628,45.302400000000006,45.302400000000006,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
519,0.1287,0,0,0,0,56.628,15.369,4.7369322,1.28561685,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
520,0.1287,0,0,0,0,56.628,15.369,45.302400000000006,12.2952,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
521,0.1287,0,0,0,0,56.628,56.628,0.4953251159999999,0.4953251159999999,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
522,0.1287,0,0,0,0,56.628,56.628,4.7369322,4.7369322,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
523,0.1287,0,0,0,0,56.628,56.628,45.302400000000006,45.302400000000006,1,1,0.3,0.5,40,0.001,0.3,0.5,40,0.001
524,0.1287,0,0,0,0,56.628,15.369,45.302400000000006,12.2952,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
525,0.1287,0,0,0,0,56.628,56.628,45.302400000000006,45.302400000000006,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
526,0.1287,0,0,0,0,56.628,15.369,45.302400000000006,12.2952,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
527,0.1287,0,0,0,0,56.628,56.628,45.302400000000006,45.302400000000006,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
